task_id,dataset_id,dataset_name,target_column,model,n_samples,n_features,n_classes,accuracy,balanced_accuracy,f1_score,precision,recall,training_time,status,error,data_source,metrics_complete,numeric_features,categorical_features,missing_percentage
219,151,electricity,class,DecisionTree,45312.0,8.0,2.0,0.887233807789915,0.884370160041301,0.8872066334211838,0.8871837697528308,0.887233807789915,0.2747509479522705,success,,openml,True,7,1,0.0
219,151,electricity,class,RandomForest,45312.0,8.0,2.0,0.910404943175549,0.9063777076360968,0.9102157285155196,0.9103221461933466,0.910404943175549,1.1084389686584473,success,,openml,True,7,1,0.0
219,151,electricity,class,KNN,45312.0,8.0,2.0,0.8392364559196734,0.8332288267690953,0.8388349896232399,0.8388029138054589,0.8392364559196734,0.4734444618225097,success,,openml,True,7,1,0.0
219,151,electricity,class,SVM,45312.0,8.0,2.0,0.7999558645040273,0.7858810992200254,0.7972484761877504,0.8008039016485237,0.7999558645040273,141.4819896221161,success,,openml,True,7,1,0.0
219,151,electricity,class,XGBoost,45312.0,8.0,2.0,0.8937437934458788,0.8907421867992338,0.8936863635788026,0.8936502545160561,0.8937437934458788,0.3488812446594238,success,,openml,True,7,1,0.0
2074,182,satimage,class,LogisticRegression,6430.0,36.0,6.0,0.8561430793157077,0.8041231276566373,0.8446967335819469,0.8430703772354853,0.8561430793157077,0.1612098217010498,success,,openml,True,36,0,0.0
2074,182,satimage,class,DecisionTree,6430.0,36.0,6.0,0.8506998444790047,0.8263403680889526,0.8499853847225929,0.8495626495330476,0.8506998444790047,0.1053729057312011,success,,openml,True,36,0,0.0
2074,182,satimage,class,RandomForest,6430.0,36.0,6.0,0.9206842923794712,0.893433782211627,0.9169077565187538,0.9186331372060093,0.9206842923794712,0.4969348907470703,success,,openml,True,36,0,0.0
2074,182,satimage,class,KNN,6430.0,36.0,6.0,0.9051321928460342,0.8841712476319065,0.9045197256986092,0.9043984595615048,0.9051321928460342,0.0525844097137451,success,,openml,True,36,0,0.0
2074,182,satimage,class,SVM,6430.0,36.0,6.0,0.8895800933125972,0.8570782416997612,0.8851087478526778,0.8843448856846533,0.8895800933125972,1.1540138721466064,success,,openml,True,36,0,0.0
2074,182,satimage,class,XGBoost,6430.0,36.0,6.0,0.9199066874027994,0.8963806779600119,0.9175537293279288,0.9176600116683696,0.9199066874027994,0.9333617687225342,success,,openml,True,36,0,0.0
2079,188,eucalyptus,Utility,LogisticRegression,736.0,19.0,5.0,0.6418918918918919,0.596179272923459,0.6364596660620224,0.6410652340319859,0.6418918918918919,0.0288987159729003,success,,openml,True,14,5,3.203661327231121
2079,188,eucalyptus,Utility,DecisionTree,736.0,19.0,5.0,0.5608108108108109,0.5402717437601159,0.560864765493701,0.5652212552947848,0.5608108108108109,0.01593017578125,success,,openml,True,14,5,3.203661327231121
2079,188,eucalyptus,Utility,RandomForest,736.0,19.0,5.0,0.6824324324324325,0.6390916576963088,0.6748642873249994,0.6792232693057072,0.6824324324324325,0.3486320972442627,success,,openml,True,14,5,3.203661327231121
2079,188,eucalyptus,Utility,KNN,736.0,19.0,5.0,0.5472972972972973,0.5159962776241847,0.5503486347748643,0.5654542840713053,0.5472972972972973,0.0239641666412353,success,,openml,True,14,5,3.203661327231121
2079,188,eucalyptus,Utility,SVM,736.0,19.0,5.0,0.6756756756756757,0.6004210260024213,0.6488492387873193,0.6694858162071277,0.6756756756756757,0.0798487663269043,success,,openml,True,14,5,3.203661327231121
2079,188,eucalyptus,Utility,XGBoost,736.0,19.0,5.0,0.668918918918919,0.6359556464207626,0.668489319854335,0.6712487492017939,0.668918918918919,0.3836836814880371,success,,openml,True,14,5,3.203661327231121
3021,38,sick,Class,LogisticRegression,3772.0,27.0,2.0,0.9655629139072848,0.7783773839455448,0.9626407438923624,0.9625990400556914,0.9655629139072848,0.0251703262329101,success,,openml,True,7,22,5.543569678575346
3021,38,sick,Class,DecisionTree,3772.0,27.0,2.0,0.9867549668874172,0.9624547740234256,0.987012170942733,0.9874741440045092,0.9867549668874172,0.0262544155120849,success,,openml,True,7,22,5.543569678575346
3021,38,sick,Class,RandomForest,3772.0,27.0,2.0,0.990728476821192,0.9340773900778808,0.9904783424328008,0.9906226034267688,0.990728476821192,0.3836240768432617,success,,openml,True,7,22,5.543569678575346
3021,38,sick,Class,KNN,3772.0,27.0,2.0,0.9682119205298012,0.7492947813822285,0.963459476505834,0.9679146169479652,0.9682119205298012,0.0312745571136474,success,,openml,True,7,22,5.543569678575346
3021,38,sick,Class,SVM,3772.0,27.0,2.0,0.9629139072847682,0.7363095603115226,0.9580209615799884,0.959710613426581,0.9629139072847682,0.321394681930542,success,,openml,True,7,22,5.543569678575346
3021,38,sick,Class,XGBoost,3772.0,27.0,2.0,0.990728476821192,0.9544060832771202,0.99068080130763,0.9906476385909276,0.990728476821192,0.1622762680053711,success,,openml,True,7,22,5.543569678575346
3022,307,vowel,Class,LogisticRegression,990.0,12.0,11.0,0.6868686868686869,0.6868686868686867,0.6842503506571925,0.7003327590284112,0.6868686868686869,0.0312750339508056,success,,openml,True,10,2,0.0
3022,307,vowel,Class,DecisionTree,990.0,12.0,11.0,0.7929292929292929,0.7929292929292928,0.7932633091090733,0.8012981834752171,0.7929292929292929,0.0182700157165527,success,,openml,True,10,2,0.0
3022,307,vowel,Class,RandomForest,990.0,12.0,11.0,0.9494949494949496,0.9494949494949496,0.9492540262875192,0.9517496950933484,0.9494949494949496,0.3395364284515381,success,,openml,True,10,2,0.0
3022,307,vowel,Class,KNN,990.0,12.0,11.0,0.904040404040404,0.904040404040404,0.9041281983761028,0.9107567463570964,0.904040404040404,0.0172522068023681,success,,openml,True,10,2,0.0
3022,307,vowel,Class,SVM,990.0,12.0,11.0,0.9444444444444444,0.9444444444444444,0.9429622222684424,0.9469013442697654,0.9444444444444444,0.1224575042724609,success,,openml,True,10,2,0.0
3022,307,vowel,Class,XGBoost,990.0,12.0,11.0,0.904040404040404,0.904040404040404,0.9039644365847572,0.9082045018964524,0.904040404040404,0.673290491104126,success,,openml,True,10,2,0.0
3481,300,isolet,class,LogisticRegression,7797.0,617.0,26.0,0.9512820512820512,0.9512820512820512,0.9512185957537002,0.9522941324315838,0.9512820512820512,1.316450595855713,success,,openml,True,617,0,0.0
3481,300,isolet,class,DecisionTree,7797.0,617.0,26.0,0.8070512820512821,0.8070512820512821,0.8064682706788052,0.808030322521355,0.8070512820512821,4.72727632522583,success,,openml,True,617,0,0.0
3481,300,isolet,class,RandomForest,7797.0,617.0,26.0,0.9371794871794872,0.9371794871794872,0.93726196491026,0.9386306903207888,0.9371794871794872,2.4912562370300293,success,,openml,True,617,0,0.0
3481,300,isolet,class,KNN,7797.0,617.0,26.0,0.8775641025641026,0.8775641025641026,0.8779189644624836,0.8865340611863148,0.8775641025641026,0.4846279621124267,success,,openml,True,617,0,0.0
3481,300,isolet,class,SVM,7797.0,617.0,26.0,0.9621794871794872,0.9621794871794872,0.9621699007723152,0.9630607695037836,0.9621794871794872,17.36957550048828,success,,openml,True,617,0,0.0
3481,300,isolet,class,XGBoost,7797.0,617.0,26.0,0.95,0.95,0.9501419101914816,0.9518942117693576,0.95,58.45457720756531,success,,openml,True,617,0,0.0
3549,458,analcatdata_authorship,Author,LogisticRegression,841.0,70.0,4.0,0.9940828402366864,0.9957627118644068,0.9940804879569156,0.9941738734638144,0.9940828402366864,0.0263361930847167,success,,openml,True,70,0,0.0
3549,458,analcatdata_authorship,Author,DecisionTree,841.0,70.0,4.0,0.9289940828402368,0.8983068044243893,0.9299981047043562,0.9320047555231756,0.9289940828402368,0.0255975723266601,success,,openml,True,70,0,0.0
3549,458,analcatdata_authorship,Author,RandomForest,841.0,70.0,4.0,0.9822485207100592,0.9876191737288136,0.982241463870747,0.9823285671683958,0.9822485207100592,0.376190185546875,success,,openml,True,70,0,0.0
3549,458,analcatdata_authorship,Author,KNN,841.0,70.0,4.0,0.9881656804733728,0.9918564618644068,0.9881656804733728,0.9881656804733728,0.9881656804733728,0.0261449813842773,success,,openml,True,70,0,0.0
3549,458,analcatdata_authorship,Author,SVM,841.0,70.0,4.0,0.9940828402366864,0.9957627118644068,0.9940804879569156,0.9941738734638144,0.9940828402366864,0.0818817615509033,success,,openml,True,70,0,0.0
3549,458,analcatdata_authorship,Author,XGBoost,841.0,70.0,4.0,0.9940828402366864,0.9957627118644068,0.9940804879569156,0.9941738734638144,0.9940828402366864,0.2958650588989258,success,,openml,True,70,0,0.0
3560,469,analcatdata_dmft,Prevention,LogisticRegression,661.0,4.0,5.0,0.1954887218045112,0.1922867383512544,0.179741753703601,0.1858751873955323,0.1954887218045112,0.015697956085205,success,,openml,True,0,4,0.0
3560,469,analcatdata_dmft,Prevention,DecisionTree,661.0,4.0,5.0,0.1954887218045112,0.196931899641577,0.2131664226531189,0.2918622229673224,0.1954887218045112,0.0102238655090332,success,,openml,True,0,4,0.0
3560,469,analcatdata_dmft,Prevention,RandomForest,661.0,4.0,5.0,0.1954887218045112,0.1963393070489845,0.1989106180185536,0.2104248680012686,0.1954887218045112,0.3371679782867431,success,,openml,True,0,4,0.0
3560,469,analcatdata_dmft,Prevention,KNN,661.0,4.0,5.0,0.2030075187969924,0.205295101553166,0.2048039679618627,0.2111678004535147,0.2030075187969924,0.0193538665771484,success,,openml,True,0,4,0.0
3560,469,analcatdata_dmft,Prevention,SVM,661.0,4.0,5.0,0.2481203007518796,0.2440047789725209,0.2242900120770762,0.2411392035394329,0.2481203007518796,0.0745809078216552,success,,openml,True,0,4,0.0
3560,469,analcatdata_dmft,Prevention,XGBoost,661.0,4.0,5.0,0.18796992481203,0.1870203106332138,0.1867817541721167,0.1928470334043089,0.18796992481203,0.371478796005249,success,,openml,True,0,4,0.0
3902,1049,pc4,c,LogisticRegression,1458.0,37.0,2.0,0.9006849315068494,0.6807725694444444,0.8890305616397314,0.8877318910175404,0.9006849315068494,0.0262377262115478,success,,openml,True,37,0,0.0
3902,1049,pc4,c,DecisionTree,1458.0,37.0,2.0,0.8835616438356164,0.7068142361111112,0.8805882977593712,0.8781414646996839,0.8835616438356164,0.0216255187988281,success,,openml,True,37,0,0.0
3902,1049,pc4,c,RandomForest,1458.0,37.0,2.0,0.8938356164383562,0.6410590277777778,0.876705514254743,0.8767855834737381,0.8938356164383562,0.3259787559509277,success,,openml,True,37,0,0.0
3902,1049,pc4,c,KNN,1458.0,37.0,2.0,0.8904109589041096,0.6271701388888888,0.8713960876902477,0.8711782807226524,0.8904109589041096,0.0283935070037841,success,,openml,True,37,0,0.0
3902,1049,pc4,c,SVM,1458.0,37.0,2.0,0.8972602739726028,0.619140625,0.8738754855857698,0.8846379647749509,0.8972602739726028,0.1125431060791015,success,,openml,True,37,0,0.0
3902,1049,pc4,c,XGBoost,1458.0,37.0,2.0,0.9212328767123288,0.7521701388888888,0.9149592579218084,0.9145903237391616,0.9212328767123288,0.2192819118499755,success,,openml,True,37,0,0.0
3903,1050,pc3,c,LogisticRegression,1563.0,37.0,2.0,0.8817891373801917,0.50494884341637,0.8464183074782266,0.8214188763897466,0.8817891373801917,0.0326142311096191,success,,openml,True,37,0,0.0
3903,1050,pc3,c,DecisionTree,1563.0,37.0,2.0,0.8562300319488818,0.6568616548042705,0.8624106264388857,0.8695887067310308,0.8562300319488818,0.0319504737854003,success,,openml,True,37,0,0.0
3903,1050,pc3,c,RandomForest,1563.0,37.0,2.0,0.8913738019169329,0.55182384341637,0.8649701247736172,0.8556964961671886,0.8913738019169329,0.3507194519042969,success,,openml,True,37,0,0.0
3903,1050,pc3,c,KNN,1563.0,37.0,2.0,0.9041533546325878,0.5866325622775801,0.8808559924473095,0.88206961271207,0.9041533546325878,0.0324759483337402,success,,openml,True,37,0,0.0
3903,1050,pc3,c,SVM,1563.0,37.0,2.0,0.9009584664536742,0.515625,0.8570277336016067,0.910799131645777,0.9009584664536742,0.140202522277832,success,,openml,True,37,0,0.0
3903,1050,pc3,c,XGBoost,1563.0,37.0,2.0,0.8913738019169329,0.6072064056939501,0.8774862442314519,0.8701635951216284,0.8913738019169329,0.1909968852996826,success,,openml,True,37,0,0.0
3904,1053,jm1,defects,LogisticRegression,10885.0,21.0,2.0,0.8089113458888378,0.5501808526179668,0.7588612614867944,0.7652684522578308,0.8089113458888378,0.0705268383026123,success,,openml,True,21,0,0.010936850624494171
3904,1053,jm1,defects,DecisionTree,10885.0,21.0,2.0,0.7377124483233808,0.6071724227487434,0.744253449580659,0.7518671153396282,0.7377124483233808,0.1230177879333496,success,,openml,True,21,0,0.010936850624494171
3904,1053,jm1,defects,RandomForest,10885.0,21.0,2.0,0.8125861276986679,0.595798456868612,0.7831291146831609,0.780326518313067,0.8125861276986679,0.56640625,success,,openml,True,21,0,0.010936850624494171
3904,1053,jm1,defects,KNN,10885.0,21.0,2.0,0.7873220027560863,0.5846524166887603,0.7661766240946604,0.7555972309160268,0.7873220027560863,0.0571968555450439,success,,openml,True,21,0,0.010936850624494171
3904,1053,jm1,defects,SVM,10885.0,21.0,2.0,0.8139641708773542,0.5569246127292107,0.7644436257869609,0.7778050476940943,0.8139641708773542,9.75494647026062,success,,openml,True,21,0,0.010936850624494171
3904,1053,jm1,defects,XGBoost,10885.0,21.0,2.0,0.8075333027101516,0.5827343238519849,0.775123542842908,0.7710903197035128,0.8075333027101516,0.3517754077911377,success,,openml,True,21,0,0.010936850624494171
3913,1063,kc2,problems,LogisticRegression,522.0,21.0,2.0,0.819047619047619,0.651697699890471,0.8004353741496599,0.7991240643414556,0.819047619047619,0.0235235691070556,success,,openml,True,21,0,0.0
3913,1063,kc2,problems,DecisionTree,522.0,21.0,2.0,0.7904761904761904,0.6169222343921139,0.7720124064951652,0.7649398220826793,0.7904761904761904,0.0167958736419677,success,,openml,True,21,0,0.0
3913,1063,kc2,problems,RandomForest,522.0,21.0,2.0,0.8095238095238095,0.6456736035049289,0.792738551359241,0.7885923600209314,0.8095238095238095,0.3461954593658447,success,,openml,True,21,0,0.0
3913,1063,kc2,problems,KNN,522.0,21.0,2.0,0.7714285714285715,0.6048740416210295,0.7573701696100718,0.7489165329052969,0.7714285714285715,0.0219767093658447,success,,openml,True,21,0,0.0
3913,1063,kc2,problems,SVM,522.0,21.0,2.0,0.819047619047619,0.6349945235487404,0.7945117029862793,0.7976697061803446,0.819047619047619,0.0322358608245849,success,,openml,True,21,0,0.0
3913,1063,kc2,problems,XGBoost,522.0,21.0,2.0,0.8095238095238095,0.6289704271631983,0.7869238604532722,0.7852022529441883,0.8095238095238095,0.1508543491363525,success,,openml,True,21,0,0.0
3917,1067,kc1,defects,LogisticRegression,2109.0,21.0,2.0,0.8601895734597157,0.5964878258995906,0.8296095586657954,0.8361282852218872,0.8601895734597157,0.0349657535552978,success,,openml,True,21,0,0.0
3917,1067,kc1,defects,DecisionTree,2109.0,21.0,2.0,0.8175355450236966,0.6341952165481577,0.81452069422381,0.8117684794846953,0.8175355450236966,0.031421422958374,success,,openml,True,21,0,0.0
3917,1067,kc1,defects,RandomForest,2109.0,21.0,2.0,0.8649289099526066,0.6684981684981685,0.8525195458040203,0.8486055185356758,0.8649289099526066,0.4216957092285156,success,,openml,True,21,0,0.0
3917,1067,kc1,defects,KNN,2109.0,21.0,2.0,0.8507109004739336,0.6034690799396683,0.8266983399500657,0.8223736176935229,0.8507109004739336,0.0360083580017089,success,,openml,True,21,0,0.0
3917,1067,kc1,defects,SVM,2109.0,21.0,2.0,0.8649289099526066,0.5992889463477699,0.833178881578295,0.8464667185400014,0.8649289099526066,0.2978439331054687,success,,openml,True,21,0,0.0
3917,1067,kc1,defects,XGBoost,2109.0,21.0,2.0,0.8672985781990521,0.6887739711269123,0.8582666459482557,0.8542639911263488,0.8672985781990521,0.2233712673187255,success,,openml,True,21,0,0.0
3918,1068,pc1,defects,LogisticRegression,1109.0,21.0,2.0,0.927927927927928,0.5285024154589372,0.9049190035105528,0.8953474021967173,0.927927927927928,0.0250489711761474,success,,openml,True,21,0,0.0
3918,1068,pc1,defects,DecisionTree,1109.0,21.0,2.0,0.9234234234234234,0.7115942028985507,0.9245658217774128,0.92578227499344,0.9234234234234234,0.0207521915435791,success,,openml,True,21,0,0.0
3918,1068,pc1,defects,RandomForest,1109.0,21.0,2.0,0.9369369369369368,0.6260869565217392,0.926068679623182,0.9233366256622072,0.9369369369369368,0.4050195217132568,success,,openml,True,21,0,0.0
3918,1068,pc1,defects,KNN,1109.0,21.0,2.0,0.9234234234234234,0.618840579710145,0.916222666580662,0.9110785313615504,0.9234234234234234,0.0282349586486816,success,,openml,True,21,0,0.0
3918,1068,pc1,defects,SVM,1109.0,21.0,2.0,0.9369369369369368,0.5642512077294686,0.9168041280717336,0.9221276070591138,0.9369369369369368,0.0733618736267089,success,,openml,True,21,0,0.0
3918,1068,pc1,defects,XGBoost,1109.0,21.0,2.0,0.9504504504504504,0.6951690821256038,0.9433222337280998,0.9438936600151554,0.9504504504504504,0.1462666988372802,success,,openml,True,21,0,0.0
7592,1590,adult,class,LogisticRegression,48842.0,14.0,2.0,0.8296652676834886,0.7001309106799378,0.81422884398049,0.8193686887218268,0.8296652676834886,0.0906352996826171,success,,openml,True,6,8,0.9454684785342825
7592,1590,adult,class,DecisionTree,48842.0,14.0,2.0,0.8217831917289384,0.7595882978837296,0.8225383607432012,0.8233618541238906,0.8217831917289384,0.242009162902832,success,,openml,True,6,8,0.9454684785342825
7592,1590,adult,class,RandomForest,48842.0,14.0,2.0,0.8611935715016891,0.7819755552048334,0.8568635616349132,0.8558653978000065,0.8611935715016891,1.1042609214782717,success,,openml,True,6,8,0.9454684785342825
7592,1590,adult,class,KNN,48842.0,14.0,2.0,0.8335551233493704,0.7507634825510177,0.8297637429982051,0.8276905115238546,0.8335551233493704,4.203703165054321,success,,openml,True,6,8,0.9454684785342825
7592,1590,adult,class,SVM,48842.0,14.0,2.0,0.8527996724332071,0.7527134150868917,0.8445619215245831,0.845797188468654,0.8527996724332071,154.9121131896973,success,,openml,True,6,8,0.9454684785342825
7592,1590,adult,class,XGBoost,48842.0,14.0,2.0,0.8745009724639164,0.799077316846784,0.8703956785992819,0.8700589304126309,0.8745009724639164,0.4161624908447265,success,,openml,True,6,8,0.9454684785342825
9910,4134,Bioresponse,target,LogisticRegression,3751.0,1776.0,2.0,0.7310252996005326,0.728669076052797,0.7308964637226479,0.7308092239782575,0.7310252996005326,0.8702163696289062,success,,openml,True,1776,0,0.0
9910,4134,Bioresponse,target,DecisionTree,3751.0,1776.0,2.0,0.729693741677763,0.7263156391063368,0.7292153278066136,0.7291767500906573,0.729693741677763,1.0390346050262451,success,,openml,True,1776,0,0.0
9910,4134,Bioresponse,target,RandomForest,3751.0,1776.0,2.0,0.7896138482023968,0.787222872978687,0.7894000594979796,0.7893665588738824,0.7896138482023968,0.820913553237915,success,,openml,True,1776,0,0.0
9910,4134,Bioresponse,target,KNN,3751.0,1776.0,2.0,0.7390146471371505,0.7358150962802126,0.7385939864755594,0.7385528882577589,0.7390146471371505,0.4635782241821289,success,,openml,True,1776,0,0.0
9910,4134,Bioresponse,target,SVM,3751.0,1776.0,2.0,0.7643142476697736,0.7596065939089195,0.7632839987978297,0.7642578022656713,0.7643142476697736,22.80802655220032,success,,openml,True,1776,0,0.0
9910,4134,Bioresponse,target,XGBoost,3751.0,1776.0,2.0,0.7976031957390146,0.7943688932061025,0.7971445225451932,0.7974170862767075,0.7976031957390146,2.331942081451416,success,,openml,True,1776,0,0.0
9946,1510,wdbc,Class,LogisticRegression,569.0,30.0,2.0,0.9649122807017544,0.95734126984127,0.9647247085304308,0.9651849217638692,0.9649122807017544,0.0202765464782714,success,,openml,True,30,0,0.0
9946,1510,wdbc,Class,DecisionTree,569.0,30.0,2.0,0.9298245614035088,0.9246031746031746,0.9298245614035088,0.9298245614035088,0.9298245614035088,0.0183677673339843,success,,openml,True,30,0,0.0
9946,1510,wdbc,Class,RandomForest,569.0,30.0,2.0,0.9649122807017544,0.9523809523809524,0.9645092460881936,0.966759002770083,0.9649122807017544,0.2905259132385254,success,,openml,True,30,0,0.0
9946,1510,wdbc,Class,KNN,569.0,30.0,2.0,0.956140350877193,0.945436507936508,0.9557756825927252,0.9568690958164642,0.956140350877193,0.020867109298706,success,,openml,True,30,0,0.0
9946,1510,wdbc,Class,SVM,569.0,30.0,2.0,0.9736842105263158,0.9642857142857144,0.9734654095556352,0.9747368421052632,0.9736842105263158,0.0248596668243408,success,,openml,True,30,0,0.0
9946,1510,wdbc,Class,XGBoost,569.0,30.0,2.0,0.9736842105263158,0.9642857142857144,0.9734654095556352,0.9747368421052632,0.9736842105263158,0.1174902915954589,success,,openml,True,30,0,0.0
9952,1489,phoneme,Class,LogisticRegression,5404.0,5.0,2.0,0.7363552266419982,0.6455253769798669,0.7240716980344777,0.7205057147381192,0.7363552266419982,0.0182342529296875,success,,openml,True,5,0,0.0
9952,1489,phoneme,Class,DecisionTree,5404.0,5.0,2.0,0.8408880666049954,0.8025335689629545,0.8399731414273742,0.8392924509054253,0.8408880666049954,0.0283455848693847,success,,openml,True,5,0,0.0
9952,1489,phoneme,Class,RandomForest,5404.0,5.0,2.0,0.904717853839038,0.8753757411597602,0.9037316543202516,0.9035613459226004,0.904717853839038,0.3837573528289795,success,,openml,True,5,0,0.0
9952,1489,phoneme,Class,KNN,5404.0,5.0,2.0,0.8547641073080481,0.8095818124762582,0.8523119306131732,0.8517384600140979,0.8547641073080481,0.022723913192749,success,,openml,True,5,0,0.0
9952,1489,phoneme,Class,SVM,5404.0,5.0,2.0,0.8325624421831638,0.7938750061935356,0.8318471123330348,0.8312609557761321,0.8325624421831638,1.1117029190063477,success,,openml,True,5,0,0.0
9952,1489,phoneme,Class,XGBoost,5404.0,5.0,2.0,0.8815911193339501,0.850708953375064,0.880791768976414,0.8803366989778937,0.8815911193339501,0.2445728778839111,success,,openml,True,5,0,0.0
9957,1494,qsar-biodeg,Class,LogisticRegression,1055.0,41.0,2.0,0.8625592417061612,0.8443661971830986,0.8623164196400707,0.8621155591408692,0.8625592417061612,0.0238184928894042,success,,openml,True,41,0,0.0
9957,1494,qsar-biodeg,Class,DecisionTree,1055.0,41.0,2.0,0.8151658767772512,0.7843561368209255,0.8134143432750762,0.812657544558182,0.8151658767772512,0.0209407806396484,success,,openml,True,41,0,0.0
9957,1494,qsar-biodeg,Class,RandomForest,1055.0,41.0,2.0,0.8672985781990521,0.827112676056338,0.8632010268562402,0.868198069495151,0.8672985781990521,0.3196232318878174,success,,openml,True,41,0,0.0
9957,1494,qsar-biodeg,Class,KNN,1055.0,41.0,2.0,0.8530805687203792,0.8406941649899397,0.8538048323178735,0.8548939329200166,0.8530805687203792,0.0286862850189209,success,,openml,True,41,0,0.0
9957,1494,qsar-biodeg,Class,SVM,1055.0,41.0,2.0,0.8483412322274881,0.8232394366197183,0.8472112985627205,0.8467496640022636,0.8483412322274881,0.0936422348022461,success,,openml,True,41,0,0.0
9957,1494,qsar-biodeg,Class,XGBoost,1055.0,41.0,2.0,0.8957345971563981,0.8728370221327968,0.894528318071669,0.894961520982426,0.8957345971563981,0.1774194240570068,success,,openml,True,41,0,0.0
9960,1497,wall-robot-navigation,Class,LogisticRegression,5456.0,24.0,4.0,0.6923076923076923,0.6345186559472273,0.6896649318444262,0.6918700977946882,0.6923076923076923,0.0725297927856445,success,,openml,True,24,0,0.0
9960,1497,wall-robot-navigation,Class,DecisionTree,5456.0,24.0,4.0,0.9926739926739928,0.9870980210265924,0.9926704505628344,0.9926988297279418,0.9926739926739928,0.0629551410675048,success,,openml,True,24,0,0.0
9960,1497,wall-robot-navigation,Class,RandomForest,5456.0,24.0,4.0,0.9935897435897436,0.988613172541744,0.9935957343952208,0.99365515436944,0.9935897435897436,0.4380180835723877,success,,openml,True,24,0,0.0
9960,1497,wall-robot-navigation,Class,KNN,5456.0,24.0,4.0,0.8598901098901099,0.8520846217274789,0.8596065534814332,0.8597218478729034,0.8598901098901099,0.0388588905334472,success,,openml,True,24,0,0.0
9960,1497,wall-robot-navigation,Class,SVM,5456.0,24.0,4.0,0.8910256410256411,0.8643114821686251,0.8898053131509013,0.8905573397044356,0.8910256410256411,1.8345940113067627,success,,openml,True,24,0,0.0
9960,1497,wall-robot-navigation,Class,XGBoost,5456.0,24.0,4.0,0.9972527472527472,0.9918290043290044,0.997241568181791,0.9972665324558224,0.9972527472527472,0.5037474632263184,success,,openml,True,24,0,0.0
9964,1501,semeion,Class,LogisticRegression,1593.0,256.0,10.0,0.9122257053291536,0.9122983870967742,0.9130514052462212,0.9169677045149968,0.9122257053291536,0.2013823986053466,success,,openml,True,256,0,0.0
9964,1501,semeion,Class,DecisionTree,1593.0,256.0,10.0,0.7398119122257053,0.739616935483871,0.7417565410562748,0.7486045799013862,0.7398119122257053,0.0591969490051269,success,,openml,True,256,0,0.0
9964,1501,semeion,Class,RandomForest,1593.0,256.0,10.0,0.9404388714733544,0.940625,0.9410024730917894,0.945193363190406,0.9404388714733544,0.3815858364105224,success,,openml,True,256,0,0.0
9964,1501,semeion,Class,KNN,1593.0,256.0,10.0,0.9059561128526644,0.9057459677419356,0.9073280748139106,0.9193078665802368,0.9059561128526644,0.0505003929138183,success,,openml,True,256,0,0.0
9964,1501,semeion,Class,SVM,1593.0,256.0,10.0,0.9435736677115988,0.9436491935483872,0.9448077908986408,0.9499925361994328,0.9435736677115988,0.6813559532165527,success,,openml,True,256,0,0.0
9964,1501,semeion,Class,XGBoost,1593.0,256.0,10.0,0.927899686520376,0.9279233870967742,0.9289593629289896,0.9324807464963192,0.927899686520376,1.0179429054260254,success,,openml,True,256,0,0.0
9971,1480,ilpd,Class,LogisticRegression,583.0,10.0,2.0,0.6923076923076923,0.5400425230333097,0.6447477253928867,0.6410967673103596,0.6923076923076923,0.0188920497894287,success,,openml,True,9,1,0.0
9971,1480,ilpd,Class,DecisionTree,583.0,10.0,2.0,0.6068376068376068,0.5405740609496811,0.6129049277197425,0.6202417761378455,0.6068376068376068,0.012845754623413,success,,openml,True,9,1,0.0
9971,1480,ilpd,Class,RandomForest,583.0,10.0,2.0,0.5982905982905983,0.4737774627923459,0.5779814159475177,0.563240431066518,0.5982905982905983,0.2952256202697754,success,,openml,True,9,1,0.0
9971,1480,ilpd,Class,KNN,583.0,10.0,2.0,0.6410256410256411,0.5646704464918497,0.6410256410256411,0.6410256410256411,0.6410256410256411,0.015716552734375,success,,openml,True,9,1,0.0
9971,1480,ilpd,Class,SVM,583.0,10.0,2.0,0.6837606837606838,0.4819277108433735,0.5761638248947893,0.4978257609836557,0.6837606837606838,0.0376491546630859,success,,openml,True,9,1,0.0
9971,1480,ilpd,Class,XGBoost,583.0,10.0,2.0,0.6153846153846154,0.5292345854004252,0.6136658943880322,0.612026862026862,0.6153846153846154,0.1455321311950683,success,,openml,True,9,1,0.0
9976,1485,madelon,Class,LogisticRegression,2600.0,500.0,2.0,0.5461538461538461,0.5461538461538462,0.54598594154643,0.5462222222222223,0.5461538461538461,0.1439621448516845,success,,openml,True,500,0,0.0
9976,1485,madelon,Class,DecisionTree,2600.0,500.0,2.0,0.7596153846153846,0.7596153846153846,0.7595931576514101,0.7597114317425083,0.7596153846153846,0.5808811187744141,success,,openml,True,500,0,0.0
9976,1485,madelon,Class,RandomForest,2600.0,500.0,2.0,0.7153846153846154,0.7153846153846154,0.7151149016820659,0.7162033737229746,0.7153846153846154,0.6279196739196777,success,,openml,True,500,0,0.0
9976,1485,madelon,Class,KNN,2600.0,500.0,2.0,0.5461538461538461,0.5461538461538462,0.5387229180135616,0.5493327430270065,0.5461538461538461,0.1159374713897705,success,,openml,True,500,0,0.0
9976,1485,madelon,Class,SVM,2600.0,500.0,2.0,0.5980769230769231,0.5980769230769231,0.5980754366695143,0.5980783739404429,0.5980769230769231,2.8265581130981445,success,,openml,True,500,0,0.0
